SM ,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Old_delay,4578.526846,4831.228435,5025.900169,5475.716172,5018.96563,4622.01461,4560.602273,5318.449664,5126.35284,5707.519793,5374.300341,5934.274744,5501.684028,6272.915584,7382.548561,6632.954628,7563.956597,9328.09894,15799.55692,28151.19961,107878.856,4139,6826,5025,5817,6977,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SM,0.8, BPT,20, Latency,100, wait, exponential,,,,,,,,,,,,,,,,,,,,
WF,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.75,2,2.5,3,4,5,6,7,8,9,10
ND,6424.63205,6832.095938,5695.957637,6905.131225,5726.158104,6032.642318,7286.286106,6849.543233,7233.089312,7239.664796,10306.53306,7520.47935,8310.815687,8655.744494,13578.52255,15569.48388,18055.42366,20506.71244,27132.54684,2576.644612,2584.899361,8259.760148,3183773,2526010,3576430,3548919,0
TP,0.002641608,0.002462303,0.002574935,0.002528818,0.002512209,0.002536011,0.002518942,0.002505409,0.002418581,0.002434461,0.002557062,0.002564517,0.002507876,0.002608696,0.002527224,0.002457611,0.002473274,0.0024961,0.002465909,0,0,0,0,0,0,0,0
Depth,44.54066755,68.7953696,63.65602874,37.99359756,49.06566408,32.13877494,56.4994526,60.22281824,60.46368773,63.68420272,70.70964987,81.51096167,171.2416562,332.1077412,121.5234306,316.7283161,315.8814796,326.6628768,310.2864625,323.6124006,336.407002,303.5644436,341.1699379,336.1270485,330.11622,340.5045729,332.2534513
MCF,0.262295082,0.240303878,0.256297481,0.249980008,0.25039984,0.25029988,0.252259096,0.246301479,0.240303878,0.242303079,0.256297481,0.254298281,0.246781287,0.258536585,0.254218313,0.246301479,0.246301479,0.246301479,0.246301479,0.253818473,0.25029988,0.108356657,0.00039984,0.00039984,0.00039984,0.00039984,0.00039984
OD,1685.14939,1641.779152,1459.859594,1726.144759,1433.829073,1509.969649,1838.031949,1687.052632,1738.139415,1754.193069,2641.538462,1912.444969,2050.953795,2237.826625,3451.909091,3834.786913,4447.077558,5050.833611,6682.786427,654,647,895,1273,1010,1430,1419,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SM,0.8, BPT,20, Latency,100, wait, exponential, NE,2000,,,,,,,,,,,,,,,,,,
WF,0,0.1,0.2,0.5,1,1.5,2,,,,,,,,,,,,,,,,,,,,
ND,6778.227306,6626.675832,6713.128222,6949.648886,10951.17416,20539.57436,26347.85054,,,,,,,,,,,,,,,,,,,,
TP,0.002606961,0.002617853,0.00260841,0.002583849,0.002530013,0.002522676,,,,,,,,,,,,,,,,,,,,,
Depth,119.11271,72.89884074,69.80642095,86.68325482,150.0823866,344.0491569,1285.008957,,,,,,,,,,,,,,,,,,,,
MCF,0.259574043,0.261573843,0.259074093,0.258454155,0.253074693,0.252514749,0.252824718,,,,,,,,,,,,,,,,,,,,
OD,1759.451863,1733.365061,1739.197602,1796.165627,2771.465034,5186.545455,6661.387869,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SM,0.8, BPT,20, Latency,100, wait, exponential, NE,5000,,,,,,,,,,,,,,,,,,
WF,0,0.1,0.2,0.5,1,1.5,2,3,,,,,,,,,,,,,,,,,,,
ND,7257.186551,6908.768282,7355.780017,7653.767596,9652.05259,16272.79323,54622.81738,267980.3706,,,,,,,,,,,,,,,,,,,
TP,0.002624672,0.002611504,0.002615569,0.002590057,0.002586744,0.00255101,0.002515204,0.002587546,,,,,,,,,,,,,,,,,,,
Depth,75.51519298,86.26366625,84.78908265,103.2947542,173.7136618,738.4147244,1484.642926,3211.904313,,,,,,,,,,,,,,,,,,,
MCF,0.261429543,0.261029559,0.261429543,0.259029639,0.258045678,0.254573817,0.251029959,0.258229671,,,,,,,,,,,,,,,,,,,
OD,1897.242962,1803.392737,1923.018207,1982.552656,2490.670456,4142.627086,13711.9636,69200.48289,,,,,,,,,,,,,,,,,,,
