SM ,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Latency,100,,,,,,,,,,,,,,,,,,,,,,,,,,
Wait_fractions,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.75,2,2.5,3,4,5,7.5,10,,,,
New_delay,2094.050644,2156.587694,2109.354426,2102.83296,2109.960068,2101.371423,2113.593769,2093.083295,2186.591641,2120.146733,2139.591501,2029.642176,2119.290229,2118.092187,2195.837704,2306.173458,2230.023003,2281.712662,2480.294557,2604.19924,2779.354599,3907.947562,6806.073884,,,,
Throughput,0.001267436,0.001249001,0.001265984,0.001262559,0.001262787,0.001273444,0.001273393,0.001276764,0.001245438,0.001273639,0.001273296,0.001307879,0.001281401,0.001287783,0.001263656,0.001240554,0.001273826,0.001274106,0.00124864,0.001268375,0.001274506,0.001273664,0.001179222,,,,
Depth,8.688625071,8.66518813,8.710098524,8.688050264,8.712909788,8.759795912,8.858207114,8.80801782,8.799386319,8.849335805,8.910441191,8.967875986,8.978885873,9.097726909,9.035758594,9.114074756,9.301756914,9.604753392,9.9869734,10.79923174,11.63655948,16.32329107,24.39247294,,,,
MCF ,0.634943371,0.623584277,0.633577615,0.633544304,0.633577615,0.636908728,0.636908728,0.64023984,0.623584277,0.636908728,0.636908728,0.656728847,0.643570953,0.646802132,0.633577615,0.620253165,0.636942039,0.639573618,0.62691539,0.636908728,0.63994004,0.637008661,0.590273151,,,,
Old_delay,1329.603575,1344.814178,1336.439746,1332.237844,1336.823467,1338.381799,1346.166318,1340.075314,1363.524168,1350.339958,1362.724501,1332.924567,1363.913632,1369.986542,1391.233615,1430.411386,1420.395397,1459.323222,1554.934829,1658.637224,1778.620293,2489.396444,4017.442679,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latency,1000,,,,,,,,,,,,,,,,,,,,,,,,,,
Wait_fractions,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.75,2,2.5,3,4,5,7.5,10,,,,
New_delay,56199.5257,55624.72494,48915.41057,70406.72038,53356.37122,65159.12568,65428.30031,55740.29054,59338.57857,81775.19228,55552.5922,61450.48179,65946.63039,67960.69871,68722.7451,75133.38949,95139.47802,121697.587,164428.3398,303728.5234,348202.8242,89499.92537,0,,,,
Throughput,0.000279667,0.000280316,0.000283495,0.000273956,0.000288161,0.000269678,0.000275004,0.000280621,0.000283091,0.000271898,0.000286541,0.000278897,0.000275495,0.000273059,0.000265391,0.000269337,0.00025181,0.000265662,0.000237485,0.000231392,0.000221724,0,0,,,,
Depth,14.48562971,10.38622308,9.257980154,12.91549107,10.53389876,11.96380608,11.84165305,10.10090435,11.59853872,14.8012777,11.25844586,11.21635355,11.82933108,12.27054219,11.78639771,13.78129496,15.86618345,22.17670275,25.05956591,39.7616802,57.04853703,107.7620878,105.6786315,,,,
MCF,0.133910726,0.140572951,0.143670886,0.133910726,0.143870753,0.13697535,0.137308461,0.14053964,0.143804131,0.137208528,0.143904064,0.137241839,0.137241839,0.137175217,0.133877415,0.137041972,0.130313125,0.133910726,0.120586276,0.117255163,0.123917388,0.133910726,0.103597602,,,,
Old_delay,7525.719298,7819.331754,7027.720379,9428.215054,7676.421296,8925.19403,8983.859223,7833.720379,8533.132701,11220.25373,7994.243781,8433.577114,9050.636816,9322.52356,9200.423469,10296.42786,12397.92265,16296.61224,19827.80114,35613.73759,43148.38462,11985,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SM,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM_EPOCHS,500,,,,,,,,,,,,,,,,,,,,,,,,,,
Latency,500,,,,,,,,,,,,,,,,,,,,,,,,,,
Wait_fraction,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.75,2,2.5,3,4,5,7.5,10,,,
New_delay,31109.77982,38692.01678,26376.99402,29190.91141,25410.15416,34381.68215,40217.04653,31710.70852,29186.85969,31207.9342,26736.88187,26638.81936,28155.9032,27935.9513,33222.30315,30755.50426,33663.61926,52998.53741,42705.63277,115554.3405,20250.63433,21062.02588,18542414,19105139,,,
Throughput,0.000521045,0.00050779,0.00052946,0.000512328,0.0005168,0.000511786,0.000510102,0.000488148,0.000512564,0.000511915,0.000502091,0.000503127,0.000504649,0.000505073,0.000484079,0.00050891,0.000480898,0.000453939,0.000465602,0.000477023,0,0,0,0,,,
Depth,64.82301055,52.22209037,50.51534308,51.94980069,63.61251102,57.01573581,86.77811855,51.69792794,36.17710063,53.08386386,30.64667076,32.01599092,39.87241848,58.24491301,53.2378072,67.4789983,136.1191588,147.5384893,252.2533457,305.0511055,288.0012027,334.1133385,332.13339,334.9173793,,,
MCF,0.254298281,0.246301479,0.263294682,0.256277489,0.256297481,0.246601359,0.254298281,0.244302279,0.254298281,0.253338665,0.25029988,0.25029988,0.250859656,0.25029988,0.242303079,0.25029988,0.238304678,0.222191124,0.234306277,0.238304678,0.214314274,0.216313475,0.00039984,0.00039984,,,
Old_delay,7911.163522,9529.900974,6944.922256,7480.973479,6512.558502,8478.569558,10227.12579,7746.998363,7422.168239,7906.176373,6692.238325,6667.693291,7063.180195,6992.36526,8049.866337,7698.099026,8022.197952,11775.80457,10006.19784,27537.13993,4340,4556,7414,7639,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SM 0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exponential wait,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latency 500,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wait_Fraction,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.75,2,2.5,3,4,5,6,7,8,9,10
New_delay,19053.07095,19269.43994,21259.66397,22413.69255,20378.9805,18765.67945,18331.83266,22132.18404,22067.14019,24535.07563,22937.07364,25114.85089,22894.6951,25439.53604,33092.13003,28552.5293,32560.16429,38817.9292,68494.87234,131354.7579,464380.411,17368.52181,29132.80887,21630.85198,25932.82888,30294.2309,0
Throughput,0.000487278,0.000501525,0.000473396,0.000488877,0.000490535,0.000496126,0.000497533,0.000479332,0.000464833,0.000470512,0.000468547,0.000472132,0.000483791,0.000493752,0.000445853,0.000465473,0.000467054,0.000485668,0.000464364,0.000438963,0.000472436,0,0,0,0,0,0
Depth,13.05133139,16.08111196,14.04125199,20.81686731,14.88206781,13.89866181,12.48305469,15.55652892,14.95382185,18.08131036,15.58427466,16.26052691,17.74585303,21.81389006,19.20470711,20.35870707,23.82696572,39.57514416,115.2075936,95.51592673,306.6772486,307.8298469,298.1374541,315.2266829,326.3970269,320.8914518,326.6404086
MCF,0.240303878,0.250719712,0.236405438,0.244302279,0.246281487,0.246301479,0.248780488,0.240303878,0.232307077,0.232626949,0.234306277,0.236285486,0.240303878,0.246581367,0.223090764,0.232307077,0.232307077,0.240303878,0.230667733,0.214314274,0.232307077,0.238304678,0.234306277,0.232307077,0.224310276,0.230307877,0.110355858
